model,case,event
model1,178,G
model1,180,E
model1,177,C
model1,183,B
model1,171,E
model1,173,I
model1,145,E
model1,172,F
model1,182,C
model1,185,A
model1,179,D
model1,181,A
model1,167,G
model1,180,G
model1,184,D
model1,178,I
model1,183,C
model1,186,A
model1,145,G
model1,177,A
model1,173,J
model1,179,F
model1,171,G
model1,182,A
model1,172,E
model1,185,B
model1,187,A
model1,178,J
model1,167,H
model1,181,D
model1,180,I
model1,184,F
model1,183,A
model1,186,D
model1,145,I
model1,177,D
model1,179,E
model1,171,H
model1,173,K
model1,172,G
model1,188,A
model1,187,B
model1,185,C
model1,182,D
model1,178,K
model1,180,J
model1,181,F
model1,183,B
model1,184,E
model1,173,Q
model1,189,A
model1,145,J
model1,186,F
model1,172,I
model1,177,F
model1,179,G
model1,188,D
model1,185,A
model1,182,F
model1,178,Q
model1,187,C
model1,180,L
model1,190,A
model1,181,E
model1,183,C
model1,184,G
model1,186,E
model1,173,O
model1,145,L
model1,172,J
model1,189,B
model1,177,E
model1,179,H
model1,191,A
model1,178,N
model1,188,F
model1,185,B
model1,182,E
model1,184,H
model1,181,G
model1,180,Q
model1,190,B
model1,187,A
model1,183,A
model1,186,G
model1,192,A
model1,145,Q
model1,189,C
model1,172,K
model1,177,G
model1,191,B
model1,188,E
model1,182,G
model1,181,H
model1,185,C
model1,183,B
model1,193,A
model1,187,B
model1,190,C
model1,186,H
model1,180,O
model1,192,B
model1,189,A
model1,172,Q
model1,145,O
model1,194,A
model1,188,G
model1,177,H
model1,191,C
model1,182,H
model1,185,A
model1,190,A
model1,183,C
model1,193,B
model1,187,C
model1,192,C
model1,195,A
model1,189,B
model1,172,N
model1,188,H
model1,194,D
model1,191,A
model1,185,D
model1,183,A
model1,190,B
model1,193,C
model1,196,A
model1,192,A
model1,187,A
model1,189,C
model1,195,D
model1,194,F
model1,197,A
model1,191,D
model1,190,C
model1,185,F
model1,193,A
model1,183,B
model1,196,B
model1,192,D
model1,187,B
model1,198,A
model1,189,A
model1,195,F
model1,197,B
model1,194,E
model1,191,F
model1,190,A
model1,193,B
model1,192,F
model1,185,E
model1,199,A
model1,196,C
model1,183,C
model1,187,C
model1,189,D
model1,197,C
model1,198,B
model1,195,E
model1,191,E
model1,194,G
model1,200,A
model1,190,D
model1,193,C
model1,185,G
model1,196,A
model1,199,B
model1,183,A
model1,192,E
model1,187,A
model1,189,F
model1,201,A
model1,197,A
model1,198,C
model1,191,G
model1,195,G
model1,194,I
model1,200,D
model1,199,C
model1,193,A
model1,196,B
model1,202,A
model1,190,F
model1,183,B
model1,185,H
model1,201,D
model1,187,B
model1,192,G
model1,189,E
model1,195,I
model1,198,A
model1,197,B
model1,194,J
model1,191,I
model1,200,F
model1,203,A
model1,193,B
model1,183,C
model1,199,A
model1,196,C
model1,187,C
model1,201,F
model1,190,E
model1,202,D
model1,192,H
model1,191,J
model1,204,A
model1,195,J
model1,189,G
model1,197,C
model1,194,L
model1,198,D
model1,200,E
model1,193,C
model1,203,D
model1,199,D
model1,190,G
model1,187,A
model1,183,A
model1,205,A
model1,196,A
model1,202,F
model1,201,E
model1,204,B
model1,191,L
model1,197,A
model1,195,K
model1,194,Q
model1,189,I
model1,200,G
model1,198,F
model1,206,A
model1,193,A
model1,203,F
model1,199,F
model1,190,H
model1,205,B
model1,187,B
model1,183,B
model1,201,G
model1,196,B
model1,202,E
model1,191,Q
model1,204,C
model1,207,A
model1,197,B
model1,194,O
model1,189,J
model1,195,Q
model1,193,D
model1,198,E
model1,206,D
model1,200,H
model1,203,E
model1,199,E
model1,183,C
model1,187,C
model1,208,A
model1,201,I
model1,205,C
model1,202,G
model1,191,O
model1,196,C
model1,197,C
model1,204,A
model1,207,D
model1,206,F
model1,189,K
model1,195,O
model1,193,F
model1,209,A
model1,198,G
model1,183,A
model1,199,G
model1,203,G
model1,205,A
model1,201,J
model1,187,A
model1,202,H
model1,204,B
model1,208,D
model1,196,A
model1,197,A
model1,210,A
model1,189,Q
model1,207,F
model1,206,E
model1,193,E
model1,199,I
model1,203,H
model1,209,D
model1,183,B
model1,198,H
model1,201,L
model1,211,A
model1,187,B
model1,210,D
model1,204,C
model1,205,D
model1,196,B
model1,197,B
model1,208,F
model1,189,O
model1,193,G
model1,207,E
model1,212,A
model1,206,G
model1,209,F
model1,199,J
model1,183,C
model1,210,F
model1,201,Q
model1,211,B
model1,187,C
model1,197,C
model1,196,C
model1,208,E
model1,204,A
model1,213,A
model1,205,F
model1,193,H
model1,212,B
model1,199,L
model1,206,H
model1,209,E
model1,183,A
model1,201,N
model1,211,C
model1,187,A
model1,207,G
model1,214,A
model1,210,E
model1,197,A
model1,208,G
model1,196,A
model1,213,B
model1,204,B
model1,205,E
model1,212,C
model1,209,G
model1,215,A
model1,187,B
model1,214,D
model1,183,D
model1,199,Q
model1,210,G
model1,211,A
model1,207,H
model1,197,D
model1,196,B
model1,204,C
model1,213,C
model1,216,A
model1,208,H
model1,205,G
model1,212,A
model1,215,B
model1,209,I
model1,214,F
model1,183,F
model1,210,I
model1,197,F
model1,187,C
model1,204,A
model1,211,D
model1,199,O
model1,217,A
model1,196,C
model1,205,H
model1,216,B
model1,213,A
model1,215,C
model1,212,B
model1,218,A
model1,209,J
model1,183,E
model1,214,E
model1,210,J
model1,204,D
model1,211,F
model1,187,A
model1,196,A
model1,217,B
model1,197,E
model1,216,C
model1,219,A
model1,213,D
model1,215,A
model1,218,B
model1,212,C
model1,210,L
model1,211,E
model1,183,G
model1,214,G
model1,187,B
model1,209,K
model1,220,A
model1,197,G
model1,217,C
model1,204,F
model1,196,D
model1,219,B
model1,215,B
model1,213,F
model1,216,A
model1,218,C
model1,221,A
model1,212,A
model1,210,Q
model1,217,A
model1,214,H
model1,211,G
model1,187,C
model1,197,H
model1,209,Q
model1,204,E
model1,183,I
model1,220,B
model1,196,F
model1,222,A
model1,219,C
model1,215,C
model1,218,A
model1,213,E
model1,216,D
model1,221,B
model1,212,B
model1,210,O
model1,187,A
model1,211,I
model1,217,B
model1,223,A
model1,209,O
model1,183,J
model1,220,C
model1,196,E
model1,204,G
model1,222,B
model1,219,A
model1,215,A
model1,213,G
model1,216,F
model1,218,B
model1,212,C
model1,224,A
model1,221,C
model1,187,B
model1,217,C
model1,211,J
model1,204,I
model1,223,D
model1,183,K
model1,196,G
model1,220,A
model1,222,C
model1,219,B
model1,225,A
model1,215,D
model1,213,H
model1,212,A
model1,221,A
model1,218,C
model1,224,D
model1,216,E
model1,187,C
model1,204,J
model1,217,A
model1,226,A
model1,223,F
model1,183,Q
model1,211,L
model1,220,B
model1,196,H
model1,222,A
model1,225,B
model1,219,C
model1,215,F
model1,212,B
model1,221,D
model1,218,A
model1,224,F
model1,227,A
model1,216,G
model1,187,A
model1,204,K
model1,220,C
model1,226,B
model1,217,B
model1,223,E
model1,211,Q
model1,225,C
model1,183,N
model1,219,A
model1,228,A
model1,215,E
model1,222,D
model1,221,F
model1,212,C
model1,218,B
model1,224,E
model1,227,D
model1,204,Q
model1,216,I
model1,187,B
model1,229,A
model1,217,C
model1,226,C
model1,220,A
model1,223,G
model1,225,A
model1,211,O
model1,228,B
model1,219,B
model1,215,G
model1,222,F
model1,221,E
model1,212,A
model1,218,C
model1,230,A
model1,224,G
model1,204,O
model1,227,F
model1,217,A
model1,223,I
model1,187,C
model1,216,J
model1,229,D
model1,220,B
model1,226,A
model1,219,C
model1,225,B
model1,228,C
model1,231,A
model1,215,H
model1,222,E
model1,212,B
model1,221,G
model1,230,B
model1,218,A
model1,224,I
model1,217,B
model1,227,E
model1,187,A
model1,232,A
model1,216,L
model1,223,J
model1,226,B
model1,220,C
model1,219,A
model1,229,F
model1,231,D
model1,225,C
model1,228,A
model1,212,C
model1,221,H
model1,224,J
model1,218,B
model1,233,A
model1,230,C
model1,222,G
model1,232,D
model1,217,C
model1,227,G
model1,187,D
model1,220,A
model1,226,C
model1,216,Q
model1,219,B
model1,223,K
model1,225,A
model1,229,E
model1,231,F
model1,234,A
model1,228,D
model1,212,A
model1,232,F
model1,218,C
model1,224,L
model1,230,A
model1,233,B
model1,222,I
model1,217,A
model1,227,I
model1,216,O
model1,226,A
model1,235,A
model1,220,D
model1,225,D
model1,187,F
model1,229,G
model1,234,D
model1,219,C
model1,223,Q
model1,231,E
model1,228,F
model1,232,E
model1,224,Q
model1,212,B
model1,230,B
model1,236,A
model1,217,B
model1,222,J
model1,218,A
model1,233,C
model1,235,B
model1,227,J
model1,220,F
model1,225,F
model1,226,B
model1,187,E
model1,219,A
model1,229,H
model1,234,F
model1,237,A
model1,223,O
model1,232,G
model1,212,C
model1,231,G
model1,222,K
model1,224,O
model1,236,B
model1,230,C
model1,228,E
model1,220,E
model1,217,C
model1,235,C
model1,227,K
model1,233,A
model1,218,D
model1,238,A
model1,225,E
model1,226,C
model1,187,G
model1,219,B
model1,234,E
model1,232,H
model1,237,D
model1,231,I
model1,212,A
model1,236,C
model1,228,G
model1,239,A
model1,235,A
model1,222,Q
model1,217,A
model1,233,D
model1,230,A
model1,227,Q
model1,220,G
model1,218,F
model1,238,D
model1,225,G
model1,187,I
model1,234,G
model1,226,A
model1,219,C
model1,240,A
model1,231,J
model1,237,F
model1,235,B
model1,212,D
model1,236,A
model1,230,D
model1,222,N
model1,217,D
model1,239,B
model1,227,O
model1,233,F
model1,228,H
model1,220,H
model1,218,E
model1,225,I
model1,241,A
model1,187,J
model1,238,F
model1,226,D
model1,234,H
model1,230,F
model1,235,C
model1,240,D
model1,231,K
model1,219,A
model1,237,E
model1,212,F
model1,217,F
model1,236,D
model1,242,A
model1,233,E
model1,239,C
model1,225,J
model1,218,G
model1,187,L
model1,241,B
model1,238,E
model1,226,F
model1,243,A
model1,230,E
model1,235,A
model1,231,Q
model1,240,F
model1,219,B
model1,212,E
model1,217,E
model1,239,A
model1,242,B
model1,237,G
model1,225,K
model1,236,F
model1,241,C
model1,233,G
model1,244,A
model1,218,H
model1,187,Q
model1,226,E
model1,230,G
model1,238,G
model1,231,O
model1,240,E
model1,243,D
model1,235,B
model1,212,G
model1,219,C
model1,217,G
model1,245,A
model1,225,Q
model1,242,C
model1,236,E
model1,233,H
model1,239,B
model1,237,I
model1,244,B
model1,241,A
model1,187,N
model1,240,G
model1,226,G
model1,246,A
model1,230,I
model1,212,H
model1,243,F
model1,238,I
model1,219,A
model1,235,C
model1,225,N
model1,217,I
model1,236,G
model1,245,B
model1,237,J
model1,242,A
model1,239,C
model1,241,D
model1,247,A
model1,244,C
model1,226,H
model1,240,H
model1,246,B
model1,230,J
model1,219,B
model1,238,J
model1,243,E
model1,248,A
model1,236,I
model1,245,C
model1,217,J
model1,235,A
model1,237,L
model1,242,D
model1,247,D
model1,241,F
model1,239,A
model1,244,A
model1,230,L
model1,249,A
model1,246,C
model1,219,C
model1,243,G
model1,236,J
model1,245,A
model1,248,D
model1,238,L
model1,217,L
model1,247,F
model1,235,B
model1,242,F
model1,239,B
model1,250,A
model1,241,E
model1,237,Q
model1,244,D
model1,230,Q
model1,246,A
model1,249,D
model1,219,A
model1,238,Q
model1,242,E
model1,243,H
model1,245,B
model1,236,L
model1,251,A
model1,247,E
model1,235,C
model1,248,F
model1,217,Q
model1,241,G
model1,239,C
model1,250,D
model1,244,F
model1,237,O
model1,230,O
model1,252,A
model1,249,F
model1,245,C
model1,242,G
model1,235,A
model1,238,O
model1,251,D
model1,247,G
model1,246,D
model1,219,B
model1,239,A
model1,248,E
model1,241,I
model1,236,Q
model1,217,N
model1,250,F
model1,253,A
model1,244,E
model1,249,E
model1,252,D
model1,242,I
model1,247,I
model1,245,A
model1,219,C
model1,246,F
model1,251,F
model1,254,A
model1,248,G
model1,235,B
model1,236,O
model1,239,D
model1,253,D
model1,241,J
model1,244,G
model1,250,E
model1,245,B
model1,252,F
model1,255,A
model1,242,J
model1,249,G
model1,246,E
model1,219,A
model1,251,E
model1,247,J
model1,254,B
model1,235,C
model1,248,H
model1,253,F
model1,241,L
model1,239,F
model1,256,A
model1,244,H
model1,250,G
model1,245,C
model1,255,D
model1,219,D
model1,252,E
model1,246,G
model1,242,K
model1,249,H
model1,247,K
model1,257,A
model1,251,G
model1,241,Q
model1,253,E
model1,254,C
model1,239,E
model1,235,A
model1,250,H
model1,256,D
model1,245,A
model1,219,F
model1,258,A
model1,246,I
model1,255,F
model1,247,Q
model1,252,G
model1,242,Q
model1,257,B
model1,253,G
model1,251,I
model1,241,O
model1,235,B
model1,239,G
model1,254,A
model1,256,F
model1,259,A
model1,258,D
model1,219,E
model1,247,O
model1,245,B
model1,255,E
model1,246,J
model1,242,O
model1,252,H
model1,260,A
model1,257,C
model1,253,I
model1,251,J
model1,254,D
model1,239,I
model1,235,C
model1,259,D
model1,258,F
model1,219,G
model1,256,E
model1,261,A
model1,255,G
model1,246,L
model1,245,C
model1,257,A
model1,253,J
model1,251,L
model1,260,D
model1,259,F
model1,239,J
model1,254,F
model1,262,A
model1,235,A
model1,261,D
model1,219,H
model1,256,G
model1,258,E
model1,255,H
model1,246,Q
model1,257,B
model1,245,A
model1,253,K
model1,263,A
model1,260,F
model1,239,L
model1,259,E
model1,251,Q
model1,254,E
model1,262,D
model1,261,F
model1,256,I
model1,235,B
model1,258,G
model1,264,A
model1,260,E
model1,253,Q
model1,257,C
model1,245,B
model1,239,Q
model1,259,G
model1,246,O
model1,263,D
model1,256,J
model1,265,A
model1,254,G
model1,251,O
model1,262,F
model1,258,H
model1,235,C
model1,261,E
model1,264,B
model1,239,N
model1,253,O
model1,257,A
model1,260,G
model1,245,C
model1,263,F
model1,259,I
model1,266,A
model1,265,B
model1,254,H
model1,256,L
model1,264,C
model1,262,E
model1,261,G
model1,235,A
model1,267,A
model1,263,E
model1,260,I
model1,257,D
model1,266,B
model1,245,A
model1,259,J
model1,265,C
model1,262,G
model1,261,I
model1,268,A
model1,256,Q
model1,264,A
model1,267,B
model1,235,D
model1,263,G
model1,260,J
model1,257,F
model1,245,D
model1,269,A
model1,266,C
model1,259,K
model1,268,D
model1,265,A
model1,262,H
model1,256,O
model1,261,J
model1,264,B
model1,267,C
model1,270,A
model1,260,K
model1,235,F
model1,263,I
model1,257,E
model1,269,D
model1,245,F
model1,259,Q
model1,268,F
model1,265,B
model1,266,A
model1,271,A
model1,264,C
model1,261,L
model1,267,A
model1,270,B
model1,260,Q
model1,269,F
model1,245,E
model1,263,J
model1,272,A
model1,235,E
model1,259,N
model1,257,G
model1,264,A
model1,265,C
model1,268,E
model1,266,B
model1,271,D
model1,261,Q
model1,267,D
model1,270,C
model1,260,N
model1,273,A
model1,269,E
model1,235,G
model1,245,G
model1,272,B
model1,263,L
model1,264,D
model1,257,I
model1,265,A
model1,268,G
model1,271,F
model1,274,A
model1,266,C
model1,261,O
model1,270,A
model1,273,D
model1,267,F
model1,245,H
model1,269,G
model1,235,H
model1,272,C
model1,275,A
model1,264,F
model1,263,Q
model1,265,B
model1,271,E
model1,257,J
model1,268,H
model1,266,A
model1,274,D
model1,270,B
model1,276,A
model1,273,F
model1,269,I
model1,267,E
model1,263,N
model1,275,B
model1,272,A
model1,264,E
model1,266,B
model1,271,G
model1,274,F
model1,265,C
model1,257,L
model1,277,A
model1,276,D
model1,267,G
model1,273,E
model1,270,C
model1,269,J
model1,275,C
model1,264,G
model1,272,D
model1,271,H
model1,278,A
model1,266,C
model1,257,Q
model1,274,E
model1,265,A
model1,277,B
model1,276,F
model1,279,A
model1,267,H
model1,273,G
model1,257,O
model1,270,A
model1,275,A
model1,264,I
model1,269,K
model1,272,F
model1,266,A
model1,278,D
model1,274,G
model1,277,C
model1,280,A
model1,276,E
model1,265,B
model1,279,B
model1,269,Q
model1,264,J
model1,270,D
model1,275,B
model1,272,E
model1,281,A
model1,273,H
model1,278,F
model1,266,B
model1,277,A
model1,280,B
model1,274,I
model1,276,G
model1,265,C
model1,282,A
model1,264,K
model1,269,N
model1,281,B
model1,279,C
model1,275,C
model1,270,F
model1,272,G
model1,277,B
model1,278,E
model1,266,C
model1,280,C
model1,283,A
model1,274,J
model1,265,A
model1,282,D
model1,276,I
model1,264,Q
model1,279,A
model1,277,C
model1,272,H
model1,270,E
model1,275,A
model1,284,A
model1,281,C
model1,266,A
model1,278,G
model1,283,B
model1,280,A
model1,274,K
model1,265,B
model1,264,N
model1,285,A
model1,282,F
model1,276,J
model1,279,B
model1,277,A
model1,284,D
model1,275,D
model1,281,A
model1,266,D
model1,278,I
model1,270,G
model1,283,C
model1,286,A
model1,274,Q
model1,280,D
model1,265,C
model1,282,E
model1,285,D
model1,284,F
model1,279,C
model1,275,F
model1,276,K
model1,277,B
model1,278,J
model1,287,A
model1,270,I
model1,281,B
model1,274,O
model1,266,F
model1,283,A
model1,286,D
model1,280,F
model1,265,A
model1,282,G
model1,276,Q
model1,288,A
model1,275,E
model1,284,E
model1,278,K
model1,285,F
model1,287,B
model1,277,C
model1,279,A
model1,270,J
model1,281,C
model1,289,A
model1,286,F
model1,283,D
model1,280,E
model1,266,E
model1,265,B
model1,282,H
model1,275,G
model1,288,B
model1,276,O
model1,287,C
model1,278,Q
model1,279,D
model1,284,G
model1,285,E
model1,277,A
model1,290,A
model1,270,K
model1,283,F
model1,281,A
model1,289,B
model1,286,E
model1,280,G
model1,266,G
model1,265,C
model1,275,I
model1,288,C
model1,285,G
model1,291,A
model1,278,O
model1,284,H
model1,279,F
model1,287,A
model1,270,Q
model1,290,D
model1,277,B
model1,281,B
model1,283,E
model1,289,C
model1,292,A
model1,266,I
model1,288,A
model1,286,G
model1,275,J
model1,280,H
model1,265,A
model1,285,I
model1,287,B
model1,279,E
model1,291,B
model1,270,N
model1,277,C
model1,293,A
model1,290,F
model1,283,G
model1,281,C
model1,289,A
model1,285,J
model1,279,G
model1,288,B
model1,292,D
model1,265,B
model1,266,J
model1,275,K
model1,287,C
model1,294,A
model1,286,I
model1,291,C
model1,277,A
model1,290,E
model1,283,H
model1,293,B
model1,281,A
model1,295,A
model1,285,K
model1,265,C
model1,279,H
model1,289,B
model1,292,F
model1,288,C
model1,294,D
model1,287,A
model1,286,J
model1,266,K
model1,275,Q
model1,291,A
model1,277,D
model1,293,C
model1,296,A
model1,290,G
model1,281,D
model1,265,A
model1,285,Q
model1,295,D
model1,289,C
model1,287,D
model1,266,Q
model1,294,F
model1,286,L
model1,288,A
model1,275,N
model1,297,A
model1,292,E
model1,291,B
model1,277,F
model1,293,A
model1,281,F
model1,296,D
model1,290,I
model1,298,A
model1,285,N
model1,289,A
model1,266,O
model1,265,B
model1,287,F
model1,286,Q
model1,295,F
model1,297,D
model1,292,G
model1,294,E
model1,288,D
model1,291,C
model1,277,E
model1,290,J
model1,299,A
model1,293,D
model1,296,F
model1,281,E
model1,298,B
model1,265,C
model1,289,D
model1,287,E
model1,297,F
model1,286,N
model1,288,F
model1,295,E
model1,300,A
model1,292,H
model1,294,G
model1,277,G
model1,291,A
model1,290,K
model1,299,D
model1,296,E
model1,293,F
model1,265,A
model1,298,C
model1,301,A
model1,281,G
model1,287,G
model1,289,F
model1,297,E
model1,288,E
model1,295,G
model1,277,I
model1,300,B
model1,299,F
model1,291,B
model1,294,H
model1,290,Q
model1,296,G
model1,302,A
model1,298,A
model1,265,B
model1,293,E
model1,301,B
model1,287,H
model1,281,I
model1,297,G
model1,289,E
model1,295,I
model1,288,G
model1,303,A
model1,300,C
model1,277,J
model1,296,I
model1,299,E
model1,291,C
model1,290,O
model1,302,B
model1,265,C
model1,298,B
model1,301,C
model1,289,G
model1,304,A
model1,293,G
model1,281,J
model1,297,I
model1,288,I
model1,295,J
model1,300,A
model1,302,C
model1,299,G
model1,303,B
model1,277,K
model1,296,J
model1,305,A
model1,291,A
model1,265,A
model1,298,C
model1,289,H
model1,281,L
model1,301,A
model1,293,H
model1,304,B
model1,297,J
model1,295,K
model1,288,J
model1,306,A
model1,300,B
model1,302,A
model1,303,C
model1,299,H
model1,277,Q
model1,296,K
model1,265,B
model1,305,B
model1,291,D
model1,298,A
model1,281,Q
model1,307,A
model1,301,D
model1,297,L
model1,295,Q
model1,302,B
model1,304,C
model1,288,K
model1,306,D
model1,300,C
model1,277,O
model1,303,A
model1,308,A
model1,296,Q
model1,265,C
model1,291,F
model1,298,D
model1,305,C
model1,281,N
model1,301,F
model1,295,O
model1,297,Q
model1,304,A
model1,302,C
model1,307,B
model1,309,A
model1,306,F
model1,288,Q
model1,296,O
model1,300,A
model1,308,D
model1,303,D
model1,298,F
model1,265,A
model1,291,E
model1,310,A
model1,301,E
model1,302,A
model1,304,D
model1,297,N
model1,305,A
model1,309,D
model1,307,C
model1,306,E
model1,300,D
model1,288,O
model1,311,A
model1,308,F
model1,310,B
model1,303,F
model1,301,G
model1,298,E
model1,302,B
model1,291,G
model1,265,B
model1,304,F
model1,305,B
model1,309,F
model1,312,A
model1,307,A
model1,306,G
model1,300,F
model1,311,B
model1,308,E
model1,310,C
model1,301,H
model1,302,C
model1,291,H
model1,303,E
model1,313,A
model1,265,C
model1,298,G
model1,305,C
model1,312,D
model1,304,E
model1,309,E
model1,307,B
model1,306,I
model1,300,E
model1,311,C
model1,314,A
model1,308,G
model1,310,A
model1,313,D
model1,303,G
model1,265,A
model1,312,F
model1,298,H
model1,305,A
model1,302,A
model1,304,G
model1,315,A
model1,309,G
model1,306,J
model1,307,C
model1,310,D
model1,311,A
model1,300,G
model1,308,I
model1,314,D
model1,313,F
model1,303,I
model1,316,A
model1,312,E
model1,302,D
model1,265,B
model1,305,B
model1,304,I
model1,309,H
model1,315,B
model1,306,L
model1,300,H
model1,311,D
model1,307,A
model1,310,F
model1,317,A
model1,314,F
model1,308,J
model1,302,F
model1,313,E
model1,303,J
model1,265,C
model1,312,G
model1,316,B
model1,305,C
model1,315,C
model1,304,J
model1,318,A
model1,306,Q
model1,307,B
model1,310,E
model1,317,B
model1,308,K
model1,311,F
model1,314,E
model1,302,E
model1,313,G
model1,316,C
model1,312,I
model1,305,A
model1,319,A
model1,265,A
model1,303,K
model1,304,L
model1,315,A
model1,318,B
model1,307,C
model1,306,N
model1,320,A
model1,308,Q
model1,310,G
model1,314,G
model1,317,C
model1,311,E
model1,313,I
model1,302,G
model1,265,B
model1,319,B
model1,316,A
model1,312,J
model1,304,Q
model1,303,Q
model1,305,B
model1,307,A
model1,315,D
model1,321,A
model1,318,C
model1,311,G
model1,320,D
model1,308,N
model1,310,I
model1,317,A
model1,316,B
model1,302,I
model1,314,H
model1,319,C
model1,313,J
model1,265,C
model1,322,A
model1,315,F
model1,312,L
model1,305,C
model1,304,O
model1,307,D
model1,303,N
model1,318,A
model1,321,B
model1,311,I
model1,320,F
model1,323,A
model1,302,J
model1,313,K
model1,315,E
model1,317,B
model1,319,A
model1,312,Q
model1,316,C
model1,310,J
model1,265,A
model1,322,B
model1,305,A
model1,307,F
model1,324,A
model1,318,B
model1,321,C
model1,311,J
model1,323,B
model1,320,E
model1,302,K
model1,319,B
model1,317,C
model1,315,G
model1,316,A
model1,322,C
model1,325,A
model1,313,Q
model1,265,D
model1,310,L
model1,312,N
model1,307,E
model1,305,B
model1,324,D
model1,318,C
model1,311,K
model1,321,A
model1,326,A
model1,323,C
model1,320,G
model1,302,Q
model1,316,D
model1,315,H
model1,319,C
model1,310,Q
model1,322,A
model1,325,B
model1,317,A
model1,265,F
model1,305,C
model1,307,G
model1,313,N
model1,324,F
model1,327,A
model1,311,Q
model1,318,A
model1,323,A
model1,326,B
model1,321,B
model1,310,N
model1,316,F
model1,302,O
model1,320,H
model1,317,B
model1,322,B
model1,328,A
model1,319,A
model1,325,C
model1,305,A
model1,265,E
model1,311,O
model1,307,H
model1,324,E
model1,327,D
model1,326,C
model1,321,C
model1,318,B
model1,323,D
model1,329,A
model1,316,E
model1,317,C
model1,328,D
model1,322,C
model1,319,B
model1,265,G
model1,325,A
model1,305,D
model1,330,A
model1,324,G
model1,326,A
model1,327,F
model1,318,C
model1,329,D
model1,321,A
model1,316,G
model1,323,F
model1,328,F
model1,317,A
model1,325,D
model1,305,F
model1,331,A
model1,319,C
model1,322,A
model1,330,D
model1,265,H
model1,324,H
model1,318,A
model1,326,B
model1,327,E
model1,332,A
model1,323,E
model1,321,B
model1,328,E
model1,329,F
model1,317,B
model1,316,H
model1,322,D
model1,325,F
model1,331,B
model1,319,A
model1,330,F
model1,305,E
model1,333,A
model1,318,B
model1,332,D
model1,323,G
model1,327,G
model1,329,E
model1,326,C
model1,328,G
model1,322,F
model1,321,C
model1,331,C
model1,317,C
model1,334,A
model1,325,E
model1,305,G
model1,333,B
model1,319,B
model1,330,E
model1,318,C
model1,332,F
model1,327,I
model1,329,G
model1,326,A
model1,335,A
model1,323,H
model1,328,I
model1,322,E
model1,317,A
model1,321,A
model1,331,A
model1,305,H
model1,318,A
model1,334,D
model1,325,G
model1,333,C
model1,319,C
model1,330,G
model1,336,A
model1,332,E
model1,327,J
model1,326,B
model1,335,D
model1,329,I
model1,328,J
model1,317,B
model1,321,D
model1,322,G
model1,337,A
model1,334,F
model1,318,B
model1,325,H
model1,332,G
model1,331,B
model1,319,A
model1,333,A
model1,330,I
model1,336,B
model1,327,L
model1,326,C
model1,335,F
model1,338,A
model1,329,J
model1,321,F
model1,334,E
model1,317,C
model1,322,I
model1,328,L
model1,318,C
model1,331,C
model1,332,I
model1,319,D
model1,336,C
model1,327,Q
model1,337,D
model1,330,J
model1,333,D
model1,339,A
model1,326,A
model1,335,E
model1,329,L
model1,338,B
model1,334,G
model1,322,J
model1,321,E
model1,340,A
model1,318,A
model1,319,F
model1,332,J
model1,336,A
model1,330,L
model1,317,A
model1,331,A
model1,327,O
model1,328,Q
model1,339,D
model1,337,F
model1,333,F
model1,329,Q
model1,335,G
model1,326,B
model1,341,A
model1,338,C
model1,322,L
model1,334,H
model1,318,B
model1,319,E
model1,340,B
model1,321,G
model1,331,D
model1,336,B
model1,328,O
model1,330,Q
model1,332,L
model1,317,D
model1,339,F
model1,333,E
model1,342,A
model1,337,E
model1,335,I
model1,329,O
model1,341,D
model1,326,C
model1,321,I
model1,331,F
model1,338,A
model1,343,A
model1,318,C
model1,340,C
model1,322,Q
model1,330,O
model1,319,G
model1,317,F
model1,336,C
model1,339,E
model1,332,Q
model1,337,G
model1,342,D
model1,335,J
model1,333,G
model1,341,F
model1,344,A
model1,326,A
model1,338,D
model1,331,E
model1,321,J
model1,322,O
model1,340,A
model1,318,A
model1,343,D
model1,317,E
model1,332,O
model1,336,A
model1,319,H
model1,345,A
model1,342,F
model1,339,G
model1,333,I
model1,337,H
model1,341,E
model1,335,L
model1,344,D
model1,338,F
model1,326,D
model1,331,G
model1,346,A
model1,321,K
model1,340,B
model1,318,D
model1,336,D
model1,343,F
model1,317,G
model1,339,H
model1,333,J
model1,342,E
model1,335,Q
model1,345,B
model1,341,G
model1,344,F
model1,347,A
model1,326,F
model1,338,E
model1,331,H
model1,321,Q
model1,340,C
model1,346,B
model1,317,H
model1,343,E
model1,318,F
model1,341,H
model1,333,K
model1,348,A
model1,342,G
model1,336,F
model1,345,C
model1,335,O
model1,344,E
model1,347,D
model1,326,E
model1,338,G
model1,321,O
model1,349,A
model1,343,G
model1,346,C
model1,318,E
model1,340,A
model1,336,E
model1,333,Q
model1,348,D
model1,345,A
model1,342,H
model1,350,A
model1,349,B
model1,347,F
model1,344,G
model1,326,G
model1,338,H
model1,343,I
model1,346,A
model1,340,D
model1,351,A
model1,336,G
model1,318,G
model1,348,F
model1,345,B
model1,333,N
model1,326,H
model1,344,I
model1,347,E
model1,349,C
model1,350,D
model1,352,A
model1,346,B
model1,340,F
model1,351,B
model1,343,J
model1,348,E
model1,345,C
model1,318,I
model1,336,I
model1,353,A
model1,344,J
model1,349,A
model1,347,G
model1,352,B
model1,350,F
model1,343,K
model1,346,C
model1,351,C
